"id","list","added_date","added_by","threat_type","notes"
1,"101nitro.com
1111sale.us
15dfjkbvdf.club
17ebook.com
1month-premium.com
1nitro.club
1ownandfresh1.com
1payxperxinst1.com
1redirb.com
1ts11.top
1tvv.ru
1wat.ru
2012-drakon.ru
2012-god.ru
2015-god-kozy.ru
4900,moderadordiscord.info,"2025-05-23 15:57:04",system,malicious,
4901,moderating-panel.xyz,"2025-05-23 15:57:04",system,malicious,
4902,moderation-academy.net,"2025-05-23 15:57:04",system,malicious,
4903,moderation-discord.com,"2025-05-23 15:57:04",system,malicious,
4904,moderation-guide.com,"2025-05-23 15:57:04",system,malicious,
4905,moderation-hypesquadevents.com,"2025-05-23 15:57:04",system,malicious,
4906,moderation-supporter.com,"2025-05-23 15:57:04",system,malicious,
4907,moderationacademy.repl.co,"2025-05-23 15:57:04",system,malicious,
4908,moderations-school.com,"2025-05-23 15:57:04",system,malicious,
4909,moderato-academy.tech,"2025-05-23 15:57:04",system,malicious,
4910,moderator-academy-apply.com,"2025-05-23 15:57:04",system,malicious,
4911,moderator-academy-events.com,"2025-05-23 15:57:04",system,malicious,
4912,moderator-academy-exam.com,"2025-05-23 15:57:04",system,malicious,
4913,moderator-academy-form.com,"2025-05-23 15:57:04",system,malicious,
4914,moderator-academy-forms.com,"2025-05-23 15:57:04",system,malicious,
4915,moderator-academy-formulary.com,"2025-05-23 15:57:04",system,malicious,
4916,moderator-academy-register.com,"2025-05-23 15:57:04",system,malicious,
4917,moderator-academy-subscribe.com,"2025-05-23 15:57:04",system,malicious,
4918,moderator-academy.info,"2025-05-23 15:57:04",system,malicious,
4919,moderator-academy.net,"2025-05-23 15:57:04",system,malicious,
4920,moderator-academy.online,"2025-05-23 15:57:04",system,malicious,
4921,moderator-academy.xyz,"2025-05-23 15:57:04",system,malicious,
4922,moderator-academydiscord.com,"2025-05-23 15:57:04",system,malicious,
4923,moderator-academyexam.com,"2025-05-23 15:57:04",system,malicious,
4924,moderator-academys.com,"2025-05-23 15:57:04",system,malicious,
4925,moderator-application-join.com,"2025-05-23 15:57:04",system,malicious,
4926,moderator-application.info,"2025-05-23 15:57:04",system,malicious,
4927,moderator-applications.com,"2025-05-23 15:57:04",system,malicious,
4928,moderator-certificate.com,"2025-05-23 15:57:04",system,malicious,
4929,moderator-college.com,"2025-05-23 15:57:04",system,malicious,
4930,moderator-discord.tk,"2025-05-23 15:57:04",system,malicious,
4931,moderator-discords.com,"2025-05-23 15:57:04",system,malicious,
4932,moderator-enter.com,"2025-05-23 15:57:04",system,malicious,
4933,moderator-events-hypesquad.com,"2025-05-23 15:57:04",system,malicious,
4934,moderator-exam.academy,"2025-05-23 15:57:04",system,malicious,
4935,moderator-exam.com,"2025-05-23 15:57:04",system,malicious,
4936,moderator-exam.company,"2025-05-23 15:57:04",system,malicious,
4937,moderator-formulary.com,"2025-05-23 15:57:04",system,malicious,
4938,moderator-go-discord.com,"2025-05-23 15:57:04",system,malicious,
4939,moderator-hypesquad-forms.com,"2025-05-23 15:57:04",system,malicious,
4940,moderator-hypesquad.com,"2025-05-23 15:57:04",system,malicious,
4941,moderator-hypesquadacademy.com,"2025-05-23 15:57:04",system,malicious,
4942,moderator-hypesquads-form.com,"2025-05-23 15:57:04",system,malicious,
4943,moderator-info.info,"2025-05-23 15:57:04",system,malicious,
4944,moderator-invite.com,"2025-05-23 15:57:04",system,malicious,
4945,moderator-join.com,"2025-05-23 15:57:04",system,malicious,
4946,moderator-login.com,"2025-05-23 15:57:04",system,malicious,
4947,moderator-program.com,"2025-05-23 15:57:04",system,malicious,
4948,moderator-proof.com,"2025-05-23 15:57:04",system,malicious,
4949,moderator-recruitment.com,"2025-05-23 15:57:04",system,malicious,
4950,moderator-register.com,"2025-05-23 15:57:04",system,malicious,
4951,moderator-register.info,"2025-05-23 15:57:04",system,malicious,
4952,moderator-school.com,"2025-05-23 15:57:04",system,malicious,
4953,moderator-signup.com,"2025-05-23 15:57:04",system,malicious,
4954,moderator-singup.com,"2025-05-23 15:57:04",system,malicious,
4955,moderator-stage.com,"2025-05-23 15:57:04",system,malicious,
4956,moderator-starter.com,"2025-05-23 15:57:04",system,malicious,
4957,moderator-subscription.com,"2025-05-23 15:57:04",system,malicious,
4958,moderator-team.com,"2025-05-23 15:57:04",system,malicious,
4959,moderator-team.info,"2025-05-23 15:57:04",system,malicious,
4960,moderator-teams.com,"2025-05-23 15:57:04",system,malicious,
4961,moderator-test.com,"2025-05-23 15:57:04",system,malicious,
4962,moderator-tester.com,"2025-05-23 15:57:04",system,malicious,
4963,moderator-testers.com,"2025-05-23 15:57:04",system,malicious,
4964,moderator-tests.com,"2025-05-23 15:57:04",system,malicious,
4965,moderator-vote.com,"2025-05-23 15:57:04",system,malicious,
4966,moderator.hypesquad-survey.info,"2025-05-23 15:57:04",system,malicious,
4967,moderatoracademiaforms.com,"2025-05-23 15:57:04",system,malicious,
4968,moderatoracademy-apply.com,"2025-05-23 15:57:04",system,malicious,
4969,moderatoracademy-discord.com,"2025-05-23 15:57:04",system,malicious,
4970,moderatoracademy-test.com,"2025-05-23 15:57:04",system,malicious,
4971,moderatoracademydiscord.com,"2025-05-23 15:57:04",system,malicious,
4972,moderatoracademyforms.com,"2025-05-23 15:57:04",system,malicious,
4973,moderatoracademyformulary.com,"2025-05-23 15:57:04",system,malicious,
4974,moderatoracademygo.com,"2025-05-23 15:57:04",system,malicious,
4975,moderatoracademyinvite.com,"2025-05-23 15:57:04",system,malicious,
4976,moderatoracademyregister.com,"2025-05-23 15:57:04",system,malicious,
4977,moderatoracademytesters.com,"2025-05-23 15:57:04",system,malicious,
4978,moderatorapplications.com,"2025-05-23 15:57:04",system,malicious,
4979,moderatordiscord-forms.com,"2025-05-23 15:57:04",system,malicious,
4980,moderatordiscord-renew.com,"2025-05-23 15:57:04",system,malicious,
4981,moderatordiscordevents.com,"2025-05-23 15:57:04",system,malicious,
4982,moderatordiscordinvite.com,"2025-05-23 15:57:04",system,malicious,
4983,moderatoreventsguild.com,"2025-05-23 15:57:04",system,malicious,
4984,moderatorexam.com,"2025-05-23 15:57:04",system,malicious,
4985,moderatorform-dc.com,"2025-05-23 15:57:04",system,malicious,
4986,moderatorformdiscord.com,"2025-05-23 15:57:04",system,malicious,
4987,moderatorforms.com,"2025-05-23 15:57:04",system,malicious,
4988,moderatorformulary.com,"2025-05-23 15:57:04",system,malicious,
4989,moderatorinstitute.com,"2025-05-23 15:57:04",system,malicious,
4990,moderatorinvite.com,"2025-05-23 15:57:04",system,malicious,
4991,moderatorinviteacademy.com,"2025-05-23 15:57:04",system,malicious,
4992,moderatorinvitediscord.com,"2025-05-23 15:57:04",system,malicious,
4993,moderatorjoin.com,"2025-05-23 15:57:04",system,malicious,
4994,moderators-academy-discord.com,"2025-05-23 15:57:04",system,malicious,
4995,moderators-academy-events.com,"2025-05-23 15:57:04",system,malicious,
4996,moderators-academy-examy.com,"2025-05-23 15:57:04",system,malicious,
4997,moderators-academy-form.com,"2025-05-23 15:57:04",system,malicious,
4998,moderators-academy-join.com,"2025-05-23 15:57:04",system,malicious,
4999,moderators-academy-test.com,"2025-05-23 15:57:04",system,malicious,
5000,moderators-academy-tester.com,"2025-05-23 15:57:04",system,malicious,
5001,moderators-academy-testers.com,"2025-05-23 15:57:04",system,malicious,
5002,moderators-academy-vote.com,"2025-05-23 15:57:04",system,malicious,
5003,moderators-academy.club,"2025-05-23 15:57:04",system,malicious,
5004,moderators-academy.com,"2025-05-23 15:57:04",system,malicious,
5005,moderators-academymod.com,"2025-05-23 15:57:04",system,malicious,
5006,moderators-academytest.com,"2025-05-23 15:57:04",system,malicious,
5007,moderators-application.com,"2025-05-23 15:57:04",system,malicious,
5008,moderators-applications.com,"2025-05-23 15:57:04",system,malicious,
5009,moderators-apply.com,"2025-05-23 15:57:04",system,malicious,
5010,moderators-become.com,"2025-05-23 15:57:04",system,malicious,
5011,moderators-community.com,"2025-05-23 15:57:04",system,malicious,
5012,moderators-discord-academy.com,"2025-05-23 15:57:04",system,malicious,
5013,moderators-discord-hypersquad.com,"2025-05-23 15:57:04",system,malicious,
5014,moderators-discord.com,"2025-05-23 15:57:04",system,malicious,
5015,moderators-discord.info,"2025-05-23 15:57:04",system,malicious,
5016,moderators-events.com,"2025-05-23 15:57:04",system,malicious,
5017,moderators-exams.com,"2025-05-23 15:57:04",system,malicious,
5018,moderators-forms.com,"2025-05-23 15:57:04",system,malicious,
5019,moderators-formulary.com,"2025-05-23 15:57:04",system,malicious,
5020,moderators-help.com,"2025-05-23 15:57:04",system,malicious,
5021,moderators-hypesquad-events.com,"2025-05-23 15:57:04",system,malicious,
5022,moderators-hypesquad.com,"2025-05-23 15:57:04",system,malicious,
5023,moderators-hypesquadevents.com,"2025-05-23 15:57:04",system,malicious,
5024,moderators-info.com,"2025-05-23 15:57:04",system,malicious,
5025,moderators-invitate.com,"2025-05-23 15:57:04",system,malicious,
5026,moderators-program.app,"2025-05-23 15:57:04",system,malicious,
5027,moderators-programs.com,"2025-05-23 15:57:04",system,malicious,
5028,moderators-recruitment.com,"2025-05-23 15:57:04",system,malicious,
5029,moderators-register.com,"2025-05-23 15:57:04",system,malicious,
5030,moderators-requiriments.com,"2025-05-23 15:57:04",system,malicious,
5031,moderators-school.com,"2025-05-23 15:57:04",system,malicious,
5032,moderators-signup.com,"2025-05-23 15:57:04",system,malicious,
5033,moderators-society.com,"2025-05-23 15:57:04",system,malicious,
5034,moderators-sub.com,"2025-05-23 15:57:04",system,malicious,
5035,moderators-subscription.com,"2025-05-23 15:57:04",system,malicious,
5036,moderators-team.com,"2025-05-23 15:57:04",system,malicious,
5037,moderators-teams.com,"2025-05-23 15:57:04",system,malicious,
5038,moderators-training.com,"2025-05-23 15:57:04",system,malicious,
5039,moderators-vote.com,"2025-05-23 15:57:04",system,malicious,
5040,moderatorsexam.com,"2025-05-23 15:57:04",system,malicious,
5041,moderatortest.com,"2025-05-23 15:57:04",system,malicious,
5042,moderatortestsacademy.com,"2025-05-23 15:57:04",system,malicious,
5043,modesacademy.com,"2025-05-23 15:57:04",system,malicious,
5044,modexam-academy.com,"2025-05-23 15:57:04",system,malicious,
5045,modexam.academy,"2025-05-23 15:57:04",system,malicious,
5046,mods-academy.com,"2025-05-23 15:57:04",system,malicious,
5047,mods-formulary.com,"2025-05-23 15:57:04",system,malicious,
5048,modsacademy.com,"2025-05-23 15:57:04",system,malicious,
5049,moviesboys.com,"2025-05-23 15:57:04",system,malicious,
5050,multiadblock.com,"2025-05-23 15:57:04",system,malicious,
5051,mxmcheats.online,"2025-05-23 15:57:04",system,malicious,
5052,my-discord-gift.com,"2025-05-23 15:57:04",system,malicious,
5053,my-discord.xyz,"2025-05-23 15:57:04",system,malicious,
5054,my-hookup-clubs1.com,"2025-05-23 15:57:04",system,malicious,
5055,my-tradelink.ru,"2025-05-23 15:57:04",system,malicious,
5056,myactualblog.com,"2025-05-23 15:57:04",system,malicious,
5057,myccgo.xyz,"2025-05-23 15:57:04",system,malicious,
5058,mychaelknight.com,"2025-05-23 15:57:04",system,malicious,
5059,mydrop.monster,"2025-05-23 15:57:04",system,malicious,
5060,myetherermwallet.com,"2025-05-23 15:57:04",system,malicious,
5061,myfast.ru,"2025-05-23 15:57:04",system,malicious,
5062,myfilesrs.ru,"2025-05-23 15:57:04",system,malicious,
5063,myhotdates.com,"2025-05-23 15:57:04",system,malicious,
5064,myhypesquad.com,"2025-05-23 15:57:04",system,malicious,
5065,myimperia.ru,"2025-05-23 15:57:04",system,malicious,
5066,mylocalhookup1.com,"2025-05-23 15:57:04",system,malicious,
5067,myrolls.monster,"2025-05-23 15:57:04",system,malicious,
5068,myrollz.com,"2025-05-23 15:57:04",system,malicious,
5069,mysearchflow.com,"2025-05-23 15:57:04",system,malicious,
5070,mythiccups.xyz,"2025-05-23 15:57:04",system,malicious,
5071,mythicleagues.xyz,"2025-05-23 15:57:04",system,malicious,
5072,mythicups.xyz,"2025-05-23 15:57:04",system,malicious,
5073,mytrade-offer.ru,"2025-05-23 15:57:04",system,malicious,
5074,n01.biz,"2025-05-23 15:57:04",system,malicious,
5075,n06.biz,"2025-05-23 15:57:04",system,malicious,
5076,nacjalneg.info,"2025-05-23 15:57:04",system,malicious,
5077,nacybersportvi.ru,"2025-05-23 15:57:04",system,malicious,
5078,nakapote.com,"2025-05-23 15:57:04",system,malicious,
5079,nakedphotos.club,"2025-05-23 15:57:04",system,malicious,
5080,name0fbestway.com,"2025-05-23 15:57:04",system,malicious,
5081,natuc-event.ru,"2025-05-23 15:57:04",system,malicious,
5082,natus-lootbox.net.ru,"2025-05-23 15:57:04",system,malicious,
5083,natus-lootbox.org.ru,"2025-05-23 15:57:04",system,malicious,
5084,natus-open.net.ru,"2025-05-23 15:57:04",system,malicious,
5085,natus-open.org.ru,"2025-05-23 15:57:04",system,malicious,
5086,natus-open.pp.ru,"2025-05-23 15:57:04",system,malicious,
5087,natus-rolls.xyz,"2025-05-23 15:57:04",system,malicious,
5088,natus-spot.pp.ru,"2025-05-23 15:57:04",system,malicious,
5089,natus-vincere.ru,"2025-05-23 15:57:04",system,malicious,
5090,natus-vincere.space,"2025-05-23 15:57:04",system,malicious,
5091,natus-vincere.xyz,"2025-05-23 15:57:04",system,malicious,
5092,natus-vincerygivez.xyz,"2025-05-23 15:57:04",system,malicious,
5093,natus-win.net.ru,"2025-05-23 15:57:04",system,malicious,
5094,natus-win.org.ru,"2025-05-23 15:57:04",system,malicious,
5095,natus-win.pp.ru,"2025-05-23 15:57:04",system,malicious,
5096,natusspot.pp.ru,"2025-05-23 15:57:04",system,malicious,
5097,natustop.net.ru,"2025-05-23 15:57:04",system,malicious,
5098,nav-s1.ru,"2025-05-23 15:57:04",system,malicious,
5099,navi-drop.com,"2025-05-23 15:57:04",system,malicious,
5100,navi-drop.net,"2025-05-23 15:57:04",system,malicious,
5101,navi-drop2020.com,"2025-05-23 15:57:04",system,malicious,
5102,navi-esl.ru.com,"2025-05-23 15:57:04",system,malicious,
5103,navi-freedrop.xyz,"2025-05-23 15:57:04",system,malicious,
5104,navi-freeskins.com,"2025-05-23 15:57:04",system,malicious,
5105,navi-give.net.ru,"2025-05-23 15:57:04",system,malicious,
5106,navi-giveaway.net,"2025-05-23 15:57:04",system,malicious,
5107,navi-giveaway.xyz,"2025-05-23 15:57:04",system,malicious,
5108,navi-hawai.net.ru,"2025-05-23 15:57:04",system,malicious,
5109,navi-lzx.ru,"2025-05-23 15:57:04",system,malicious,
5110,navi-russia.ru,"2025-05-23 15:57:04",system,malicious,
5111,navi-skins.org.ru,"2025-05-23 15:57:04",system,malicious,
5112,navi-skins.pp.ru,"2025-05-23 15:57:04",system,malicious,
5113,navi-up.com,"2025-05-23 15:57:04",system,malicious,
5114,navi-winners.org.ru,"2025-05-23 15:57:04",system,malicious,
5115,navi-wins-skiins.org.ru,"2025-05-23 15:57:04",system,malicious,
5116,navi.auction,"2025-05-23 15:57:04",system,malicious,
5117,navi.pp.ru,"2025-05-23 15:57:04",system,malicious,
5118,navicase-2020.org.ru,"2025-05-23 15:57:04",system,malicious,
5119,navicase.org,"2025-05-23 15:57:04",system,malicious,
5120,navicese.pp.ua,"2025-05-23 15:57:04",system,malicious,
5121,navicsgo.ru,"2025-05-23 15:57:04",system,malicious,
5122,navifreeskins.ru,"2025-05-23 15:57:04",system,malicious,
5123,navigg.org.ru,"2025-05-23 15:57:04",system,malicious,
5124,navigg.ru,"2025-05-23 15:57:04",system,malicious,
5125,navileague.xyz,"2025-05-23 15:57:04",system,malicious,
5126,navination.site,"2025-05-23 15:57:04",system,malicious,
5127,navirolls.org.ru,"2025-05-23 15:57:04",system,malicious,
5128,naviskins.xyz,"2025-05-23 15:57:04",system,malicious,
5129,naviteam.net.ru,"2025-05-23 15:57:04",system,malicious,
5130,navitop4.net.ru,"2025-05-23 15:57:04",system,malicious,
5131,navy-freecases.ru,"2025-05-23 15:57:04",system,malicious,
5132,nawigiveavay.xyz,"2025-05-23 15:57:04",system,malicious,
5133,nb-yanao.ru,"2025-05-23 15:57:04",system,malicious,
5134,nbryb.com,"2025-05-23 15:57:04",system,malicious,
5135,ne02.biz,"2025-05-23 15:57:04",system,malicious,
5136,ne03.biz,"2025-05-23 15:57:04",system,malicious,
5137,ne04.biz,"2025-05-23 15:57:04",system,malicious,
5138,ne12.biz,"2025-05-23 15:57:04",system,malicious,
5139,neodrive.ru,"2025-05-23 15:57:04",system,malicious,
5140,nepoleno.ru,"2025-05-23 15:57:04",system,malicious,
5141,netdiscord-partner.com,"2025-05-23 15:57:04",system,malicious,
5142,netfilxde.com,"2025-05-23 15:57:04",system,malicious,
5143,netfllix-de.com,"2025-05-23 15:57:04",system,malicious,
5144,netund.com,"2025-05-23 15:57:04",system,malicious,
5145,new-collects.xyz,"2025-05-23 15:57:04",system,malicious,
5146,new-drop.net.ru,"2025-05-23 15:57:04",system,malicious,
5147,new-give.com,"2025-05-23 15:57:04",system,malicious,
5148,new-hypesquad-official.com,"2025-05-23 15:57:04",system,malicious,
5149,new-hypesquadevent-form.com,"2025-05-23 15:57:04",system,malicious,
5150,new-lady-here12.com,"2025-05-23 15:57:04",system,malicious,
5151,new-steamcommunlty.xyz,"2025-05-23 15:57:04",system,malicious,
5152,new.mychaelknight.com,"2025-05-23 15:57:04",system,malicious,
5153,newdiscord.online,"2025-05-23 15:57:04",system,malicious,
5154,newhypesquadevent.com,"2025-05-23 15:57:04",system,malicious,
5155,news-back.org,"2025-05-23 15:57:04",system,malicious,
5156,news-central.org,"2025-05-23 15:57:04",system,malicious,
5157,newsdnya.ru,"2025-05-23 15:57:04",system,malicious,
5158,newsglobal.live,"2025-05-23 15:57:04",system,malicious,
5159,newsinform.net,"2025-05-23 15:57:04",system,malicious,
5160,newsinmir.com,"2025-05-23 15:57:04",system,malicious,
5161,newsurprizeforyou.com,"2025-05-23 15:57:04",system,malicious,
5162,newyear-discord.com,"2025-05-23 15:57:04",system,malicious,
5163,nft-presale.live,"2025-05-23 15:57:04",system,malicious,
5164,nice-discord.com,"2025-05-23 15:57:04",system,malicious,
5165,nicegg.ru,"2025-05-23 15:57:04",system,malicious,
5166,nise-win.xyz,"2025-05-23 15:57:04",system,malicious,
5167,nitlo-lg.xyz,"2025-05-23 15:57:04",system,malicious,
5168,nitlro-gift.xyz,"2025-05-23 15:57:04",system,malicious,
5169,nitrlooss-free.ru,"2025-05-23 15:57:04",system,malicious,
5170,nitro-airdrop.org,"2025-05-23 15:57:04",system,malicious,
5171,nitro-all.xyz,"2025-05-23 15:57:04",system,malicious,
5172,nitro-app-store.com,"2025-05-23 15:57:04",system,malicious,
5173,nitro-app.com,"2025-05-23 15:57:04",system,malicious,
5174,nitro-app.fun,"2025-05-23 15:57:04",system,malicious,
5175,nitro-b.xyz,"2025-05-23 15:57:04",system,malicious,
5176,nitro-boost.com,"2025-05-23 15:57:04",system,malicious,
5177,nitro-boost.pw,"2025-05-23 15:57:04",system,malicious,
5178,nitro-boost.ru,"2025-05-23 15:57:04",system,malicious,
5179,nitro-boost.shop,"2025-05-23 15:57:04",system,malicious,
5180,nitro-boost.xyz,"2025-05-23 15:57:04",system,malicious,
5181,nitro-class.xyz,"2025-05-23 15:57:04",system,malicious,
5182,nitro-code.ru,"2025-05-23 15:57:04",system,malicious,
5183,nitro-d.xyz,"2025-05-23 15:57:04",system,malicious,
5184,nitro-dis.com,"2025-05-23 15:57:04",system,malicious,
5185,nitro-discord-best.xyz,"2025-05-23 15:57:04",system,malicious,
5186,nitro-discord-gifts.com,"2025-05-23 15:57:04",system,malicious,
5187,nitro-discord.com,"2025-05-23 15:57:04",system,malicious,
5188,nitro-discord.fun,"2025-05-23 15:57:04",system,malicious,
5189,nitro-discord.info,"2025-05-23 15:57:04",system,malicious,
5190,nitro-discord.me,"2025-05-23 15:57:04",system,malicious,
5191,nitro-discord.one,"2025-05-23 15:57:04",system,malicious,
5192,nitro-discord.org,"2025-05-23 15:57:04",system,malicious,
5193,nitro-discord.ru.com,"2025-05-23 15:57:04",system,malicious,
5194,nitro-discord.space,"2025-05-23 15:57:04",system,malicious,
5195,nitro-discord.website,"2025-05-23 15:57:04",system,malicious,
5196,nitro-discord.xyz,"2025-05-23 15:57:04",system,malicious,
5197,nitro-discordapp,"2025-05-23 15:57:04",system,malicious,
5198,nitro-discordapp.com,"2025-05-23 15:57:04",system,malicious,
5199,nitro-discorde.com,"2025-05-23 15:57:04",system,malicious,
5200,nitro-discords-gift.com,"2025-05-23 15:57:04",system,malicious,
5201,nitro-discords.com,"2025-05-23 15:57:04",system,malicious,
5202,nitro-discords.org,"2025-05-23 15:57:04",system,malicious,
5203,nitro-discorld.xyz,"2025-05-23 15:57:04",system,malicious,
5204,nitro-discort.com,"2025-05-23 15:57:04",system,malicious,
5205,nitro-discrod.me,"2025-05-23 15:57:04",system,malicious,
5206,nitro-distribution.xyz,"2025-05-23 15:57:04",system,malicious,
5207,nitro-dlscold.ru,"2025-05-23 15:57:04",system,malicious,
5208,nitro-dlscord.ru,"2025-05-23 15:57:04",system,malicious,
5209,nitro-dlscord.ru.com,"2025-05-23 15:57:04",system,malicious,
5210,nitro-dlscord.xyz,"2025-05-23 15:57:04",system,malicious,
5211,nitro-drop.com,"2025-05-23 15:57:04",system,malicious,
5212,nitro-ds.com,"2025-05-23 15:57:04",system,malicious,
5213,nitro-ds.online,"2025-05-23 15:57:04",system,malicious,
5214,nitro-ds.ru,"2025-05-23 15:57:04",system,malicious,
5215,nitro-ds.xyz,"2025-05-23 15:57:04",system,malicious,
5216,nitro-emoji.xyz,"2025-05-23 15:57:04",system,malicious,
5217,nitro-f.xyz,"2025-05-23 15:57:04",system,malicious,
5218,nitro-fast.xyz,"2025-05-23 15:57:04",system,malicious,
5219,nitro-for-you.xyz,"2025-05-23 15:57:04",system,malicious,
5220,nitro-fr.xyz,"2025-05-23 15:57:04",system,malicious,
5221,nitro-free.com,"2025-05-23 15:57:04",system,malicious,
5222,nitro-free.ru,"2025-05-23 15:57:04",system,malicious,
5223,nitro-free.xyz,"2025-05-23 15:57:04",system,malicious,
5224,nitro-from-steam.com,"2025-05-23 15:57:04",system,malicious,
5225,nitro-full.com,"2025-05-23 15:57:04",system,malicious,
5226,nitro-full.xyz,"2025-05-23 15:57:04",system,malicious,
5227,nitro-g.xyz,"2025-05-23 15:57:04",system,malicious,
5228,nitro-game.shop,"2025-05-23 15:57:04",system,malicious,
5229,nitro-game.xyz,"2025-05-23 15:57:04",system,malicious,
5230,nitro-gamers.fun,"2025-05-23 15:57:04",system,malicious,
5231,nitro-games.xyz,"2025-05-23 15:57:04",system,malicious,
5232,nitro-generator.online,"2025-05-23 15:57:04",system,malicious,
5233,nitro-gerador.xyz,"2025-05-23 15:57:04",system,malicious,
5234,nitro-get.xyz,"2025-05-23 15:57:04",system,malicious,
5235,nitro-gg.com,"2025-05-23 15:57:04",system,malicious,
5236,nitro-gg.ru,"2025-05-23 15:57:04",system,malicious,
5237,nitro-gg.shop,"2025-05-23 15:57:04",system,malicious,
5238,nitro-gg.xyz,"2025-05-23 15:57:04",system,malicious,
5239,nitro-gift-dicsord.gq,"2025-05-23 15:57:04",system,malicious,
5240,nitro-gift.net.ru,"2025-05-23 15:57:04",system,malicious,
5241,nitro-gift.ru.com,"2025-05-23 15:57:04",system,malicious,
5242,nitro-gift.site,"2025-05-23 15:57:04",system,malicious,
5243,nitro-gift.space,"2025-05-23 15:57:04",system,malicious,
5244,nitro-gift.store,"2025-05-23 15:57:04",system,malicious,
5245,nitro-gift.top,"2025-05-23 15:57:04",system,malicious,
5246,nitro-gift.xyz,"2025-05-23 15:57:04",system,malicious,
5247,nitro-give.site,"2025-05-23 15:57:04",system,malicious,
5248,nitro-gl.xyz,"2025-05-23 15:57:04",system,malicious,
5249,nitro-glft.xyz,"2025-05-23 15:57:04",system,malicious,
5250,nitro-go.xyz,"2025-05-23 15:57:04",system,malicious,
5251,nitro-gold.xyz,"2025-05-23 15:57:04",system,malicious,
5252,nitro-j.xyz,"2025-05-23 15:57:04",system,malicious,
5253,nitro-l.xyz,"2025-05-23 15:57:04",system,malicious,
5254,nitro-m.xyz,"2025-05-23 15:57:04",system,malicious,
5255,nitro-made.com,"2025-05-23 15:57:04",system,malicious,
5256,nitro-market.xyz,"2025-05-23 15:57:04",system,malicious,
5257,nitro-mechanics.com,"2025-05-23 15:57:04",system,malicious,
5258,nitro-net.org,"2025-05-23 15:57:04",system,malicious,
5259,nitro-nitro.xyz,"2025-05-23 15:57:04",system,malicious,
5260,nitro-one.xyz,"2025-05-23 15:57:04",system,malicious,
5261,nitro-present.xyz,"2025-05-23 15:57:04",system,malicious,
5262,nitro-s.xyz,"2025-05-23 15:57:04",system,malicious,
5263,nitro-sell.xyz,"2025-05-23 15:57:04",system,malicious,
5264,nitro-server.xyz,"2025-05-23 15:57:04",system,malicious,
5265,nitro-shop.ru,"2025-05-23 15:57:04",system,malicious,
5266,nitro-steam.ru.com,"2025-05-23 15:57:04",system,malicious,
5267,nitro-steam.shop,"2025-05-23 15:57:04",system,malicious,
5268,nitro-steam.site,"2025-05-23 15:57:04",system,malicious,
5269,nitro-steam.xyz,"2025-05-23 15:57:04",system,malicious,
5270,nitro-up.com,"2025-05-23 15:57:04",system,malicious,
5271,nitro-valve.xyz,"2025-05-23 15:57:04",system,malicious,
5272,nitro-w.xyz,"2025-05-23 15:57:04",system,malicious,
5273,nitro-xl.xyz,"2025-05-23 15:57:04",system,malicious,
5274,nitro-z.xyz,"2025-05-23 15:57:04",system,malicious,
5275,nitro.click,"2025-05-23 15:57:04",system,malicious,
5276,nitro.gift,"2025-05-23 15:57:04",system,malicious,
5277,nitro.gives,"2025-05-23 15:57:04",system,malicious,
5278,nitro.link,"2025-05-23 15:57:04",system,malicious,
5279,nitro.ru,"2025-05-23 15:57:04",system,malicious,
5280,nitro.ru.com,"2025-05-23 15:57:04",system,malicious,
5281,nitro.su,"2025-05-23 15:57:04",system,malicious,
5282,nitroairdrop.com,"2025-05-23 15:57:04",system,malicious,
5283,nitroappstore.com,"2025-05-23 15:57:04",system,malicious,
5284,nitroboost.shop,"2025-05-23 15:57:04",system,malicious,
5285,nitroboostcord.blogspot.com,"2025-05-23 15:57:04",system,malicious,
5286,nitroboosts.shop,"2025-05-23 15:57:04",system,malicious,
5287,nitrochallange.com,"2025-05-23 15:57:04",system,malicious,
5288,nitroclaim.com,"2025-05-23 15:57:04",system,malicious,
5289,nitroclicks.com,"2025-05-23 15:57:04",system,malicious,
5290,nitrocodes.live,"2025-05-23 15:57:04",system,malicious,
5291,nitrodisc.xyz,"2025-05-23 15:57:04",system,malicious,
5292,nitrodisco.space,"2025-05-23 15:57:04",system,malicious,
5293,nitrodisco.xyz,"2025-05-23 15:57:04",system,malicious,
5294,nitrodiscord.org,"2025-05-23 15:57:04",system,malicious,
5295,nitrodiscord.ru,"2025-05-23 15:57:04",system,malicious,
5296,nitrodiscord.space,"2025-05-23 15:57:04",system,malicious,
5297,nitrodiscord.xyz,"2025-05-23 15:57:04",system,malicious,
5298,nitrodixsord.xyz,"2025-05-23 15:57:04",system,malicious,
5299,nitrodizcord.xyz,"2025-05-23 15:57:04",system,malicious,
5300,nitrodlscord.xyz,"2025-05-23 15:57:04",system,malicious,
5301,nitrodlscordl.xyz,"2025-05-23 15:57:04",system,malicious,
5302,nitrodlscords.xyz,"2025-05-23 15:57:04",system,malicious,
5303,nitrodlscordx.xyz,"2025-05-23 15:57:04",system,malicious,
5304,nitrodlscordz.com,"2025-05-23 15:57:04",system,malicious,
5305,nitrodlscordz.xyz,"2025-05-23 15:57:04",system,malicious,
5306,nitrodsgiveways.com,"2025-05-23 15:57:04",system,malicious,
